"uriProposicao";"siglaTipo";"numero";"ano";"codTema";"tema";"relevancia"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195413";"PL";"1754";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195413";"PL";"1754";"2019";"43";"Direito Penal e Processual Penal";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195414";"PL";"1755";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195414";"PL";"1755";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195419";"PL";"1756";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195419";"PL";"1756";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195424";"PRC";"44";"2019";"72";"Homenagens e Datas Comemorativas";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195424";"PRC";"44";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195433";"RIC";"300";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195434";"RIC";"301";"2019";"64";"Agricultura, Pecuária, Pesca e Extrativismo";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195435";"PL";"1757";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195437";"PL";"1758";"2019";"37";"Comunicações";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195437";"PL";"1758";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195439";"PL";"1759";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195439";"PL";"1759";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195440";"PL";"1760";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195440";"PL";"1760";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195445";"PL";"1761";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195447";"INC";"253";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195448";"INC";"254";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195449";"INC";"255";"2019";"76";"Direito e Justiça";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195452";"PL";"1762";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195455";"RIC";"302";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195457";"RIC";"303";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195459";"RIC";"304";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195465";"INC";"256";"2019";"37";"Comunicações";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195466";"PL";"1764";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195468";"PL";"1765";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195469";"INC";"257";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195471";"RIC";"305";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195472";"RIC";"306";"2019";"55";"Relações Internacionais e Comércio Exterior";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195473";"PRC";"45";"2019";"53";"Processo Legislativo e Atuação Parlamentar";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195474";"RIC";"307";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195474";"RIC";"307";"2019";"55";"Relações Internacionais e Comércio Exterior";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195475";"RIC";"308";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195475";"RIC";"308";"2019";"55";"Relações Internacionais e Comércio Exterior";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195479";"PL";"1767";"2019";"40";"Economia";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195479";"PL";"1767";"2019";"58";"Trabalho e Emprego";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195480";"PDL";"80";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195480";"PDL";"80";"2019";"58";"Trabalho e Emprego";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195484";"PL";"1770";"2019";"43";"Direito Penal e Processual Penal";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195484";"PL";"1770";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195484";"PL";"1770";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195487";"PL";"1771";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195490";"INC";"258";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195498";"RIC";"309";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195502";"RIC";"310";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195515";"PL";"1773";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195517";"PL";"1774";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195517";"PL";"1774";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195517";"PL";"1774";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195519";"INC";"259";"2019";"53";"Processo Legislativo e Atuação Parlamentar";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195522";"PL";"1775";"2019";"72";"Homenagens e Datas Comemorativas";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195525";"PL";"1776";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195525";"PL";"1776";"2019";"37";"Comunicações";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195525";"PL";"1776";"2019";"42";"Direito Civil e Processual Civil";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195525";"PL";"1776";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195526";"PL";"1777";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195526";"PL";"1777";"2019";"42";"Direito Civil e Processual Civil";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195532";"RIC";"311";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195535";"PL";"1778";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195535";"PL";"1778";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195536";"PL";"1779";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195537";"PL";"1780";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195538";"PL";"1781";"2019";"42";"Direito Civil e Processual Civil";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195539";"PL";"1782";"2019";"37";"Comunicações";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195539";"PL";"1782";"2019";"43";"Direito Penal e Processual Penal";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195546";"PL";"1784";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195547";"RIC";"312";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195548";"RIC";"313";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195548";"RIC";"313";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195550";"PL";"1785";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195555";"PL";"1786";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195555";"PL";"1786";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195564";"INC";"260";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195568";"INC";"261";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195571";"INC";"262";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195574";"INC";"263";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195599";"PL";"1787";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195599";"PL";"1787";"2019";"52";"Previdência e Assistência Social";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195599";"PL";"1787";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195611";"PL";"1788";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195611";"PL";"1788";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195627";"PRC";"46";"2019";"53";"Processo Legislativo e Atuação Parlamentar";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195628";"INC";"264";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195629";"INC";"265";"2019";"39";"Esporte e Lazer";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195631";"INC";"266";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195634";"PL";"1791";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195634";"PL";"1791";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195634";"PL";"1791";"2019";"58";"Trabalho e Emprego";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195635";"PL";"1792";"2019";"42";"Direito Civil e Processual Civil";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195635";"PL";"1792";"2019";"51";"Estrutura Fundiária";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195641";"PL";"1793";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195643";"PL";"1794";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195644";"PL";"1795";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195644";"PL";"1795";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195646";"PL";"1796";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195647";"PL";"1797";"2019";"37";"Comunicações";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195651";"PL";"1798";"2019";"43";"Direito Penal e Processual Penal";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195651";"PL";"1798";"2019";"74";"Política, Partidos e Eleições";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195656";"PL";"1799";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195660";"PL";"1800";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195660";"PL";"1800";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195661";"PRC";"47";"2019";"53";"Processo Legislativo e Atuação Parlamentar";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195663";"PL";"1801";"2019";"35";"Arte, Cultura e Religião";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195665";"PL";"1802";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195668";"PL";"1803";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195669";"PL";"1804";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195669";"PL";"1804";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195670";"RIC";"314";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195670";"RIC";"314";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195671";"PL";"1805";"2019";"72";"Homenagens e Datas Comemorativas";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195673";"PL";"1806";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195674";"PL";"1807";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195675";"PEC";"35";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195676";"INC";"267";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195679";"RIC";"315";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195679";"RIC";"315";"2019";"55";"Relações Internacionais e Comércio Exterior";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195686";"PRC";"48";"2019";"53";"Processo Legislativo e Atuação Parlamentar";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195689";"PEC";"36";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195689";"PEC";"36";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195693";"PL";"1808";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195693";"PL";"1808";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195694";"PL";"1809";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195695";"PL";"1810";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195696";"PL";"1811";"2019";"67";"Direito e Defesa do Consumidor";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195696";"PL";"1811";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195697";"INC";"268";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195698";"INC";"269";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195699";"PLP";"80";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195699";"PLP";"80";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195701";"RIC";"316";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195701";"RIC";"316";"2019";"52";"Previdência e Assistência Social";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195705";"PL";"1812";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195706";"INC";"270";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195715";"PL";"1813";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195715";"PL";"1813";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195718";"RIC";"317";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195721";"RIC";"318";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195722";"PEC";"37";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195722";"PEC";"37";"2019";"74";"Política, Partidos e Eleições";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195726";"PL";"1814";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195727";"INC";"271";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195729";"PL";"1815";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195731";"PL";"1816";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195732";"PL";"1817";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195732";"PL";"1817";"2019";"37";"Comunicações";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195732";"PL";"1817";"2019";"42";"Direito Civil e Processual Civil";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195737";"PL";"1818";"2019";"72";"Homenagens e Datas Comemorativas";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195738";"PL";"1819";"2019";"57";"Defesa e Segurança";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195738";"PL";"1819";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195742";"INC";"272";"2019";"64";"Agricultura, Pecuária, Pesca e Extrativismo";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195742";"INC";"272";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195744";"PL";"1820";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195744";"PL";"1820";"2019";"48";"Meio Ambiente e Desenvolvimento Sustentável";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195745";"PLP";"81";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195745";"PLP";"81";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195747";"INC";"273";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195749";"INC";"274";"2019";"61";"Viação, Transporte e Mobilidade";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195751";"INC";"275";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195752";"PL";"1821";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195752";"PL";"1821";"2019";"52";"Previdência e Assistência Social";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195752";"PL";"1821";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195754";"INC";"276";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195755";"INC";"277";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195756";"INC";"278";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195757";"INC";"279";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195758";"INC";"280";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195759";"INC";"281";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195760";"INC";"282";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195761";"PL";"1824";"2019";"72";"Homenagens e Datas Comemorativas";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195762";"INC";"283";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195763";"PL";"1825";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195764";"INC";"284";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195765";"PL";"1826";"2019";"46";"Educação";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195766";"PL";"1827";"2019";"58";"Trabalho e Emprego";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195767";"PL";"1828";"2019";"58";"Trabalho e Emprego";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195768";"INC";"285";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195769";"INC";"286";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195770";"INC";"287";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195771";"PLP";"82";"2019";"54";"Energia, Recursos Hídricos e Minerais";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195771";"PLP";"82";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195772";"INC";"288";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195773";"PLP";"83";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195773";"PLP";"83";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195774";"INC";"289";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195775";"PLP";"84";"2019";"64";"Agricultura, Pecuária, Pesca e Extrativismo";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195775";"PLP";"84";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195776";"INC";"290";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195777";"PLP";"85";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195777";"PLP";"85";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195778";"INC";"291";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195779";"INC";"292";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195780";"INC";"293";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195782";"INC";"294";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195783";"INC";"295";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195785";"INC";"296";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195786";"INC";"297";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195787";"INC";"298";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195788";"INC";"299";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195789";"INC";"300";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195790";"INC";"301";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195791";"INC";"302";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195793";"INC";"303";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195794";"INC";"304";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195804";"INC";"305";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195805";"PL";"1830";"2019";"40";"Economia";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195806";"PL";"1831";"2019";"64";"Agricultura, Pecuária, Pesca e Extrativismo";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195806";"PL";"1831";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195807";"PL";"1832";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195808";"PL";"1833";"2019";"70";"Finanças Públicas e Orçamento";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195808";"PL";"1833";"2019";"66";"Indústria, Comércio e Serviços";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195809";"PL";"1834";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195814";"PL";"1835";"2019";"34";"Administração Pública";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195814";"PL";"1835";"2019";"44";"Direitos Humanos e Minorias";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195815";"RIC";"319";"2019";"56";"Saúde";"0"
"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2195816";"RIC";"320";"2019";"64";"Agricultura, Pecuária, Pesca e Extrativismo";"0"
